Timestamp,ID,X,Y,Z,Dist_From_Center
01:45:54.626,drone_1,-2495.0000,-2495.0000,150.0000,3531.6498
01:45:54.676,drone_1,-2490.0000,-2490.0000,150.0000,3524.5851
01:45:54.726,drone_1,-2485.0000,-2485.0000,150.0000,3517.5204
01:45:54.777,drone_1,-2480.0000,-2480.0000,150.0000,3510.4558
01:45:54.827,drone_1,-2475.0000,-2475.0000,150.0000,3503.3912
01:45:54.877,drone_1,-2470.0000,-2470.0000,150.0000,3496.3266
01:45:54.927,drone_1,-2465.0000,-2465.0000,150.0000,3489.2621
01:45:54.978,drone_1,-2460.0000,-2460.0000,150.0000,3482.1976
01:45:55.028,drone_1,-2455.0000,-2455.0000,150.0000,3475.1331
01:45:55.078,drone_1,-2450.0000,-2450.0000,150.0000,3468.0686
01:45:55.128,drone_1,-2445.0000,-2445.0000,150.0000,3461.0042
01:45:55.178,drone_1,-2440.0000,-2440.0000,150.0000,3453.9398
01:45:55.228,drone_1,-2435.0000,-2435.0000,150.0000,3446.8754
01:45:55.279,drone_1,-2430.0000,-2430.0000,150.0000,3439.8110
01:45:55.329,drone_1,-2425.0000,-2425.0000,150.0000,3432.7467
01:45:55.379,drone_1,-2420.0000,-2420.0000,150.0000,3425.6824
01:45:55.429,drone_1,-2415.0000,-2415.0000,150.0000,3418.6181
01:45:55.479,drone_1,-2410.0000,-2410.0000,150.0000,3411.5539
01:45:55.530,drone_1,-2405.0000,-2405.0000,150.0000,3404.4897
01:45:55.580,drone_1,-2400.0000,-2400.0000,150.0000,3397.4255
01:45:55.630,drone_1,-2395.0000,-2395.0000,150.0000,3390.3613
01:45:55.680,drone_1,-2390.0000,-2390.0000,150.0000,3383.2972
01:45:55.731,drone_1,-2385.0000,-2385.0000,150.0000,3376.2331
01:45:55.781,drone_1,-2380.0000,-2380.0000,150.0000,3369.1690
01:45:55.831,drone_1,-2375.0000,-2375.0000,150.0000,3362.1050
01:45:55.881,drone_1,-2370.0000,-2370.0000,150.0000,3355.0410
01:45:55.931,drone_1,-2365.0000,-2365.0000,150.0000,3347.9770
01:45:55.982,drone_1,-2360.0000,-2360.0000,150.0000,3340.9130
01:45:56.032,drone_1,-2355.0000,-2355.0000,150.0000,3333.8491
01:45:56.082,drone_1,-2350.0000,-2350.0000,150.0000,3326.7852
01:45:56.132,drone_1,-2345.0000,-2345.0000,150.0000,3319.7214
01:45:56.183,drone_1,-2340.0000,-2340.0000,150.0000,3312.6575
01:45:56.233,drone_1,-2335.0000,-2335.0000,150.0000,3305.5937
01:45:56.283,drone_1,-2330.0000,-2330.0000,150.0000,3298.5300
01:45:56.333,drone_1,-2325.0000,-2325.0000,150.0000,3291.4662
01:45:56.384,drone_1,-2320.0000,-2320.0000,150.0000,3284.4025
01:45:56.434,drone_1,-2315.0000,-2315.0000,150.0000,3277.3389
01:45:56.484,drone_1,-2310.0000,-2310.0000,150.0000,3270.2752
01:45:56.534,drone_1,-2305.0000,-2305.0000,150.0000,3263.2116
01:45:56.585,drone_1,-2300.0000,-2300.0000,150.0000,3256.1480
01:45:56.635,drone_1,-2295.0000,-2295.0000,150.0000,3249.0845
01:45:56.685,drone_1,-2290.0000,-2290.0000,150.0000,3242.0210
01:45:56.735,drone_1,-2285.0000,-2285.0000,150.0000,3234.9575
01:45:56.786,drone_1,-2280.0000,-2280.0000,150.0000,3227.8941
01:45:56.836,drone_1,-2275.0000,-2275.0000,150.0000,3220.8306
01:45:56.886,drone_1,-2270.0000,-2270.0000,150.0000,3213.7673
01:45:56.936,drone_1,-2265.0000,-2265.0000,150.0000,3206.7039
01:45:56.987,drone_1,-2260.0000,-2260.0000,150.0000,3199.6406
01:45:57.037,drone_1,-2255.0000,-2255.0000,150.0000,3192.5773
01:45:57.087,drone_1,-2250.0000,-2250.0000,150.0000,3185.5141
01:45:57.137,drone_1,-2245.0000,-2245.0000,150.0000,3178.4509
01:45:57.187,drone_1,-2240.0000,-2240.0000,150.0000,3171.3877
01:45:57.238,drone_1,-2235.0000,-2235.0000,150.0000,3164.3246
01:45:57.288,drone_1,-2230.0000,-2230.0000,150.0000,3157.2615
01:45:57.338,drone_1,-2225.0000,-2225.0000,150.0000,3150.1984
01:45:57.388,drone_1,-2220.0000,-2220.0000,150.0000,3143.1354
01:45:57.439,drone_1,-2215.0000,-2215.0000,150.0000,3136.0724
01:45:57.489,drone_1,-2210.0000,-2210.0000,150.0000,3129.0094
01:45:57.539,drone_1,-2205.0000,-2205.0000,150.0000,3121.9465
01:45:57.589,drone_1,-2200.0000,-2200.0000,150.0000,3114.8836
01:45:57.640,drone_1,-2195.0000,-2195.0000,150.0000,3107.8208
01:45:57.690,drone_1,-2190.0000,-2190.0000,150.0000,3100.7580
